name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,chiller_resize_factor,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,electricity_kwh,size_kw,size_kwh,comfort_result_time_setpoint_not_met_during_occupied_heating,year_one_bill_us_dollars,water_qbft,electricity_produced_kwh,natural_gas_kwh,comfort_result_time_setpoint_not_met_during_occupied_cooling,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_hours,comfort_result_hours_out_of_comfort_bounds_PMV
API Generated 2021-05-30 01:38:05 +0000,8cabab34-1a1c-4044-bd41-05e7f62e5cf5,2021-05-30T01:38:07.362Z,2021-05-30T01:54:26.055Z,completed,completed normal,26.24526404,0.31497212,1.307218941,40.88025678,4477.010277,561.5838711,398.0254941,20274641.67,489.0869254,1473.592765,764,2969030.14,123535.12,20274644.17,26241086.11,1322,2354601.21,2086,1343
API Generated 2021-05-30 09:24:11 +0000,da6bdcad-cc52-4c23-a8ff-d57f1982e6a2,2021-05-30T09:54:57.656Z,2021-05-30T10:09:53.732Z,completed,completed normal,25.0311545,0.58382375,3.116711685,48.55197925,7881.530974,460.7856928,548.7536114,24769819.44,1012.824867,1576.177771,765,3694984.43,142143.19,24769820.28,26177605.56,1372,2870828.36,2137,1338
API Generated 2021-05-30 07:06:49 +0000,a08cba8b-eecf-4b2a-8a1a-c9cab1621941,2021-05-30T07:52:32.663Z,2021-05-30T08:06:37.042Z,completed,completed normal,28.60045593,0.78481388,3.594032404,41.31102731,7895.060309,492.521907,217.6495579,23489333.33,2109.758105,6733.261199,763,3306475.49,130264.05,23489333.06,26243891.67,1319,2606345.08,2082,1335
API Generated 2021-05-30 09:24:11 +0000,6201cc01-4e33-4765-ac46-7e80272d926f,2021-05-30T10:09:57.471Z,2021-05-30T10:25:02.416Z,completed,completed normal,21.72848751,0.469454739,1.436451473,41.73835143,1112.337688,1190.759984,734.8318848,21057047.22,105.5749332,139.2186081,764,3207015.14,129239.96,21057049.44,26240983.33,1306,2514924.69,2070,1340
API Generated 2021-05-30 05:32:57 +0000,05a300b6-f58c-4a65-a848-220436a2706f,2021-05-30T06:19:41.152Z,2021-05-30T06:35:11.715Z,completed,completed normal,20.14644112,0.982225853,0.460172356,49.75332326,7684.741829,1316.907623,408.451591,19079786.11,144.2056679,241.8209431,764,2836517.19,123350.36,19079786.11,26192288.89,1390,2231870.33,2154,1338
API Generated 2021-05-30 01:38:05 +0000,0562d561-b7a6-4f66-89f8-30de39dcd400,2021-05-30T02:09:15.043Z,2021-05-30T02:23:58.941Z,completed,completed normal,25.64643999,0.759369692,1.942361244,45.40547345,6665.362881,1335.14783,410.4430287,21254508.33,337.3234777,444.8187049,762,3292344.06,126685.55,21254510.28,26207286.11,1345,2540504.67,2107,1340
API Generated 2021-05-30 05:32:57 +0000,928bd580-6230-4000-aa45-cfdbc686ba36,2021-05-30T05:49:22.000Z,2021-05-30T06:04:38.805Z,completed,completed normal,24.00888413,0.982870578,1.911320593,45.00052089,1799.09293,1052.690267,214.2781971,21799836.11,631.0976474,2379.842911,765,3178919.28,131308.59,21799837.5,26211619.44,1348,2512278.53,2113,1339
API Generated 2021-05-30 09:24:11 +0000,ca28e865-7e23-4021-aa1a-d07464c338eb,2021-05-30T09:39:34.076Z,2021-05-30T09:54:57.517Z,completed,completed normal,23.60325196,0.370091731,3.443849651,48.4797094,4468.277478,896.1684774,442.8156794,25540436.11,1439.168993,1897.790488,768,3821290.08,145915.86,25540437.22,26187277.78,1358,2969088.91,2126,1342
API Generated 2021-05-30 08:22:44 +0000,f4eb3e52-361a-4e7e-a757-dff23f94acee,2021-05-30T09:07:56.490Z,2021-05-30T09:22:35.165Z,completed,completed normal,21.85822397,0.106840997,0.969784546,41.57902465,7385.232629,551.0470456,276.0779072,19702797.22,788.6324538,2357.943812,768,2787823.71,121007.97,19702797.78,26235277.78,1445,2230736.56,2213,1540
API Generated 2021-05-30 05:32:57 +0000,b99d7e57-9c47-4684-b548-33d8e5e96062,2021-05-30T05:32:58.833Z,2021-05-30T05:49:21.834Z,completed,completed normal,26.82003426,0.787503851,3.710878017,47.8368699,7841.484095,538.9421792,353.286612,25631202.78,1604.224461,3398.419606,763,3732234.47,141892.45,25631203.33,26192100,1345,2946834.42,2108,1342
API Generated 2021-05-30 01:38:05 +0000,ef7f361a-e686-44e6-bda2-81e901f2632b,2021-05-30T02:08:32.261Z,2021-05-30T02:22:49.817Z,completed,completed normal,29.00884844,0.652725896,3.409195999,43.15782674,3184.720406,1004.473894,499.7789549,23643255.56,742.0299566,1138.112463,763,3698996.16,132213.06,23643256.94,26230222.22,1324,2822850.51,2087,1338
API Generated 2021-05-30 02:57:05 +0000,7bc127f3-3961-4241-9b29-635ea68ee3db,2021-05-30T02:57:06.997Z,2021-05-30T03:13:12.783Z,completed,completed normal,29.20039944,0.616306316,3.171620302,46.84654759,4520.796391,727.7178642,755.3519138,23587616.67,792.8073045,1045.452041,765,3602663.43,133200.8,23587618.06,26194266.67,1341,2793368.59,2106,1342
API Generated 2021-05-30 04:14:46 +0000,56b661a7-39c0-42c2-8d66-20052df98303,2021-05-30T04:46:40.644Z,2021-05-30T05:01:01.512Z,completed,completed normal,23.11157631,0.414980347,1.582920099,43.29829395,4243.449541,1285.252363,293.4447495,20954288.89,620.5206204,818.2625786,763,3184143.15,127313.14,20954289.44,26226727.78,1335,2497014.1,2098,1336
API Generated 2021-05-30 01:38:05 +0000,91a587b8-a47d-4614-afae-5196e018eff9,2021-05-30T02:07:44.426Z,2021-05-30T02:23:57.240Z,completed,completed normal,21.09989479,0.489895145,0.222151728,44.20681277,5726.261015,468.1323638,364.6209381,18375036.11,478.9611558,1687.362207,762,2602776.41,119899.95,18375036.67,26188758.33,1595,2082506.57,2357,1816
API Generated 2021-05-30 05:49:07 +0000,44fccd91-4ebf-45b2-bdce-cf8b84e1b70b,2021-05-30T06:33:28.388Z,2021-05-30T06:47:57.835Z,completed,completed normal,24.00660508,0.314750105,1.925129847,44.42351583,6121.496842,702.5578547,624.4878566,21459500,960.9690604,1267.202081,762,3265355.22,128089.86,21459500,26227402.78,1338,2551859.63,2100,1338
API Generated 2021-05-30 03:13:20 +0000,afb31406-27f5-4300-97f4-d922f79634d9,2021-05-30T03:58:25.779Z,2021-05-30T04:12:59.391Z,completed,completed normal,29.76294088,0.349140668,0.890429965,48.49428498,3507.637152,1486.765397,610.1893507,19930991.67,57.99289998,76.47355836,767,2999145.62,123957.09,19930991.94,26193986.11,1367,2347562.29,2134,1337
API Generated 2021-05-30 02:57:05 +0000,40d45a6d-8207-449b-95db-318cece41f5a,2021-05-30T03:12:30.465Z,2021-05-30T03:27:07.949Z,completed,completed normal,24.30994465,0.970307649,2.328099324,43.62366334,6037.225196,1037.492822,633.5263368,22035830.56,1057.762218,1394.840416,764,3381460.5,130590.19,22035829.72,26223555.56,1346,2607383.69,2110,1335
API Generated 2021-05-30 06:50:13 +0000,a9e89094-8798-463e-a742-61a8282219c7,2021-05-30T07:49:24.660Z,2021-05-30T08:03:35.698Z,completed,completed normal,28.92120261,0.389702525,2.073240173,47.16156531,4470.030684,1421.324298,778.275834,22621919.44,60.31055343,79.52978087,762,3466703.36,131806.15,22621919.44,26192447.22,1342,2682237.72,2104,1341
API Generated 2021-05-30 07:06:43 +0000,0b43426c-4b72-497d-aee9-ef1d078f6f0a,2021-05-30T07:52:08.278Z,2021-05-30T08:06:57.467Z,completed,completed normal,24.83753496,0.93538348,1.014263611,45.44519431,6138.389572,985.5785189,597.365765,19856750,220.7323297,418.453352,762,2979288.23,123063.68,19856749.72,26206886.11,1324,2360350.96,2086,1339
API Generated 2021-05-30 09:24:11 +0000,f049c8a9-8516-42fe-bf31-ff5c33a3dbb7,2021-05-30T09:24:14.368Z,2021-05-30T09:40:14.017Z,completed,completed normal,23.36565873,0.482870186,1.582920099,43.26244651,7606.385115,553.3788217,238.4366992,20783647.22,1061.651729,1684.935987,764,3060352.03,125390.57,20783646.67,26223441.67,1334,2416084.09,2098,1338
API Generated 2021-05-30 03:13:35 +0000,16e6c391-5da3-4f34-8980-25d246598b74,2021-05-30T03:58:45.401Z,2021-05-30T04:13:04.134Z,completed,completed normal,29.5294909,0.677202058,3.409195999,43.15782674,2778.335107,895.3953815,499.9501294,23743569.44,646.600084,1190.763625,762,3710785.61,132892.23,23743571.67,26231769.44,1327,2829972.55,2089,1339
API Generated 2021-05-30 08:07:20 +0000,c4d312ef-1141-4a7b-aa76-837ac096eb15,2021-05-30T08:23:35.759Z,2021-05-30T08:38:29.920Z,completed,completed normal,27.85307344,0.630697025,3.886063676,40.80354803,7867.50785,662.8163751,560.8762855,23865411.11,1840.508426,2427.025181,765,3635236.66,132070.08,23865413.33,26240994.44,1313,2811936.73,2078,1343
API Generated 2021-05-30 01:38:05 +0000,0875be15-60e4-407d-aea9-256af01012eb,2021-05-30T01:54:57.460Z,2021-05-30T02:10:53.460Z,completed,completed normal,24.50914138,0.877615028,0.287147149,46.98026989,1683.040061,603.5272602,452.2899871,18604258.33,340.4282793,874.1810092,763,2699325.43,122034.91,18604260.56,26190122.22,1444,2140986.91,2207,1436
API Generated 2021-05-30 02:57:05 +0000,37edb214-6d76-49f8-a886-3ea5d83e2d16,2021-05-30T02:57:05.947Z,2021-05-30T03:12:30.323Z,completed,completed normal,27.52744017,0.379123,1.021012586,41.24318958,6329.888482,1212.017796,695.4532264,19634275,109.9822968,145.0304709,766,3005460.74,120401.15,19634277.22,26233630.56,1334,2353361.93,2100,1349
API Generated 2021-05-30 04:14:46 +0000,6cacf027-5d48-49a9-8919-a3efcc95f3a7,2021-05-30T04:31:39.802Z,2021-05-30T04:46:44.841Z,completed,completed normal,27.74066456,0.526260694,3.292704735,49.39871558,6789.062933,632.8382524,822.6933497,24749066.67,671.9707991,886.1084398,760,3740043.36,138720.54,24749066.94,26199263.89,1364,2896058.9,2124,1341
API Generated 2021-05-30 01:38:05 +0000,8ffedda6-4607-4a45-887a-b27bafe1e065,2021-05-30T02:09:09.005Z,2021-05-30T02:24:24.566Z,completed,completed normal,24.89754139,0.978324604,2.390310424,45.00052089,7220.360665,835.051776,252.8693334,21935716.67,1263.153443,1665.683879,763,3315815.27,129171.26,21935717.5,26203402.78,1355,2564766.14,2118,1337
API Generated 2021-05-30 04:31:46 +0000,94309411-8e01-464b-a2de-47158454ab6c,2021-05-30T05:17:19.961Z,2021-05-30T05:31:51.434Z,completed,completed normal,21.77287118,0.312487196,1.156982761,46.07843999,7210.13877,1460.768251,560.1028379,20316794.44,122.8566924,162.0075637,764,3132408.01,125977.43,20316796.39,26206497.22,1336,2453294.23,2100,1345
API Generated 2021-05-30 06:50:13 +0000,4d388d2f-adab-4706-a5e3-068ae7225ffe,2021-05-30T07:06:50.569Z,2021-05-30T07:21:37.538Z,completed,completed normal,28.75093741,0.145181486,3.544599857,43.92979397,4311.509659,1390.514456,289.0075365,23665408.33,613.2189974,1095.615405,764,3768014.52,131992.58,23665410.83,26228280.56,1308,2854354.32,2072,1340
API Generated 2021-05-30 06:50:13 +0000,1f4e2b36-3eab-4c23-95a6-fe689103492d,2021-05-30T07:37:18.694Z,2021-05-30T07:52:08.135Z,completed,completed normal,23.44884065,0.928433744,2.004486519,45.62287365,2482.584893,1129.109292,781.3095484,21922427.78,340.8077828,449.4133571,766,3390099.38,132043.91,21922429.17,26210011.11,1341,2622009.01,2107,1337
API Generated 2021-05-30 04:14:46 +0000,66323cc2-0240-4b9b-9275-661811c1390a,2021-05-30T05:01:43.231Z,2021-05-30T05:18:29.829Z,completed,completed normal,21.46985097,0.443660416,0.231688827,42.16774196,1405.240949,451.3688253,364.8275963,18404522.22,454.1897749,1325.563702,764,2634727.19,119651,18404524.44,26192063.89,1750,2099333.93,2514,2076
API Generated 2021-05-30 07:06:54 +0000,3c80c2fb-3a4b-42ad-a27b-0998a419b6fa,2021-05-30T07:52:32.715Z,2021-05-30T08:07:12.935Z,completed,completed normal,26.20210159,0.440729763,0.985526048,43.81688146,6915.145945,1595.05881,689.0762337,19622091.67,56.27741047,74.21139201,763,3008864.89,120789.45,19622093.33,26217825,1335,2359656.19,2098,1336
API Generated 2021-05-30 09:24:11 +0000,8a89f8ea-2041-4fb9-aada-14dcc3e59227,2021-05-30T09:40:18.906Z,2021-05-30T09:55:35.404Z,completed,completed normal,25.02630191,0.882099496,3.654898191,43.84038915,7661.356132,1662.98687,792.9251797,23787422.22,364.113152,480.1454729,762,4105383.78,135995.56,23787423.06,26229250,1342,2897929.92,2104,1341
API Generated 2021-05-30 01:54:14 +0000,854e9803-3394-4aa9-ad92-6a764bbc028d,2021-05-30T02:39:05.806Z,2021-05-30T02:53:35.755Z,completed,completed normal,28.20387491,0.638795061,3.594032404,41.31102731,7895.060309,691.1909914,218.9396105,23468019.44,2071.736632,5017.725892,765,3394505.09,130653.57,23468020,26227383.33,1344,2650823.48,2109,1338
API Generated 2021-05-30 09:24:11 +0000,34b9a036-bf67-40e6-a907-bb37e9475d20,2021-05-30T10:10:35.268Z,2021-05-30T10:25:07.782Z,completed,completed normal,21.93874295,0.543657331,1.737610181,43.91501982,7245.609069,1486.915909,234.0606369,21140763.89,801.6254449,1057.080268,765,3204920.34,127171.98,21140766.11,26216311.11,1343,2494293.15,2108,1342
API Generated 2021-05-30 02:57:05 +0000,7f957edd-2fce-4712-8c56-831137fad179,2021-05-30T03:13:12.933Z,2021-05-30T03:28:22.442Z,completed,completed normal,27.3968923,0.321352876,1.149719152,41.86500975,7374.050963,1524.703157,349.7449286,19833044.44,82.83158764,109.2276167,764,3055367.19,120666.79,19833047.22,26236169.44,1343,2388286.95,2107,1344
API Generated 2021-05-30 04:31:41 +0000,b09fb133-9962-448d-961d-7dc348b7f087,2021-05-30T05:16:51.722Z,2021-05-30T05:31:22.619Z,completed,completed normal,21.08867362,0.398484361,3.224863146,46.80022726,2237.073728,431.3662352,732.3487354,24234272.22,1625.640738,2143.68538,763,3662980.61,142253.73,24234269.44,26196736.11,1360,2878011.84,2123,1337
API Generated 2021-05-30 05:32:57 +0000,79682f7a-12d1-4c5d-95b7-81f800c1761c,2021-05-30T05:48:50.987Z,2021-05-30T06:03:38.501Z,completed,completed normal,29.22482805,0.157045702,3.904427808,48.06056169,1141.683526,1081.708406,276.725612,25702500,1271.040993,3241.376671,763,3735787.18,139660.24,25702497.22,26179658.33,1336,2913320.86,2099,1343
API Generated 2021-05-30 06:50:13 +0000,f0a736ac-af52-4b0b-9b2d-b941470adb42,2021-05-30T07:22:28.004Z,2021-05-30T07:37:18.549Z,completed,completed normal,25.12823928,0.198320859,3.753223601,48.95564802,5925.840258,830.8056874,247.9639863,25881530.56,1448.365658,3595.941783,764,3732272.52,145227.59,25881531.94,26202505.56,1354,2929978.23,2118,1335
API Generated 2021-05-30 04:14:46 +0000,1776bcf4-a7ab-4514-aac9-66264e56082a,2021-05-30T04:47:03.192Z,2021-05-30T05:01:43.900Z,completed,completed normal,20.87271906,0.55205477,3.025326967,45.35917415,3860.228743,1618.968694,666.4221187,23622972.22,1050.723732,1385.558968,763,3765268.79,139385.03,23622973.89,26212113.89,1327,2852382,2090,1340
API Generated 2021-05-30 09:24:10 +0000,50c19291-0ffb-4b5f-888d-1f60928319d9,2021-05-30T09:24:11.331Z,2021-05-30T09:39:18.716Z,completed,completed normal,27.48495,0.703921578,2.227383894,41.18191446,6692.536406,873.5970585,621.4805697,21657741.67,415.3479864,547.7073658,764,3359701.61,126640.56,21657741.67,26247683.33,1321,2606686.26,2085,1339
API Generated 2021-05-30 08:07:20 +0000,341ae5be-6075-484b-b189-973b0321fa95,2021-05-30T08:39:12.570Z,2021-05-30T08:54:29.786Z,completed,completed normal,26.59552253,0.113243114,1.198563049,40.80943032,3084.807383,584.6262356,213.9615714,20241319.44,1002.661958,3774.811036,765,2798526.49,122172.83,20241321.11,26227683.33,1589,2249486.69,2354,1752
API Generated 2021-05-30 05:32:57 +0000,32e1512e-dce2-4c5c-b315-45e441ac2c3f,2021-05-30T06:19:20.695Z,2021-05-30T06:33:54.504Z,completed,completed normal,28.32662012,0.782541884,1.107738729,46.18930377,5917.872176,891.2914177,658.9873584,20062202.78,226.1187064,432.4066316,763,2979006.57,123623.66,20062203.33,26197205.56,1342,2352871.4,2105,1340
API Generated 2021-05-30 08:07:20 +0000,1410d09d-b7dc-44b6-91c4-f055d90e6475,2021-05-30T08:23:16.844Z,2021-05-30T08:38:21.076Z,completed,completed normal,28.66555083,0.31497212,1.472485531,41.28756056,5557.786677,459.6630156,285.1935054,20532286.11,858.9861296,3900.973406,763,2840277.72,122930.11,20532287.22,26237911.11,1326,2292772.68,2089,1337
API Generated 2021-05-30 05:32:57 +0000,0beda568-322f-487e-946f-84a12820c64a,2021-05-30T05:32:58.095Z,2021-05-30T05:48:19.557Z,completed,completed normal,28.69152443,0.1266191,2.99335184,42.70126872,3942.195652,1123.311796,562.6963165,22944572.22,683.6643133,950.0816618,763,3562504.41,130237.5,22944573.89,26237177.78,1324,2732531.93,2087,1347
API Generated 2021-05-30 05:32:57 +0000,2ebe06e0-01df-4251-b685-9b73a3c249ce,2021-05-30T06:31:50.254Z,2021-05-30T06:46:00.446Z,completed,completed normal,20.51517587,0.975723288,2.111840642,43.00790687,5176.749988,586.8121019,261.0345271,21975463.89,1808.324537,2384.585218,765,3259571.56,132144.19,21975465.83,26230322.22,1354,2555030.14,2119,1342
API Generated 2021-05-30 01:38:05 +0000,226e10f8-5f25-4ef6-baf3-5b56148cfe76,2021-05-30T02:26:31.132Z,2021-05-30T02:42:21.644Z,completed,completed normal,28.75010611,0.320027442,0.451709528,45.61856027,763.8018552,1106.030876,313.1481891,18831575,296.5992023,570.2299282,765,2786189.74,119779.68,18831575.56,26202683.33,1615,2186633.42,2380,1721
API Generated 2021-05-30 04:14:46 +0000,cec0087a-ca2b-44b2-b7bd-dfed27df38d4,2021-05-30T05:02:26.612Z,2021-05-30T05:17:19.784Z,completed,completed normal,26.79803359,0.82902359,3.06465805,49.51290426,7640.007382,473.1031644,776.4367048,24473147.22,749.7862954,988.7214821,764,3690067.53,139199,24473147.5,26194291.67,1391,2867272.71,2155,1340
API Generated 2021-05-30 04:14:46 +0000,d3cdd21f-f9bc-4d52-94cf-ed835b6224e4,2021-05-30T04:31:33.618Z,2021-05-30T04:46:40.507Z,completed,completed normal,29.85368776,0.282546915,1.412881782,49.81490402,3263.711695,1454.642754,487.7643976,21129052.78,114.1044677,150.4662583,763,3166954,127105.81,21129055,26199072.22,1368,2468646.9,2131,1342
API Generated 2021-05-30 05:32:57 +0000,8f9b38ef-ae89-4217-80ba-647fdb3baad2,2021-05-30T06:18:49.166Z,2021-05-30T06:35:13.293Z,completed,completed normal,28.45232422,0.138788741,0.151584091,43.64412151,3378.383698,991.5622325,335.2835302,18303408.33,312.7299924,692.9726867,763,2677891.83,116667.25,18303406.67,26183427.78,2206,2122241.41,2969,2875
API Generated 2021-05-30 06:50:13 +0000,9601ed54-3676-404d-b06a-ff4f6fabae81,2021-05-30T07:06:31.084Z,2021-05-30T07:22:27.866Z,completed,completed normal,23.18200383,0.121719409,0.211135604,43.08274454,3210.486281,509.5745556,232.0982179,18339558.33,830.7900609,3613.942442,763,2466373.27,117349.18,18339559.72,26183505.56,1915,1994780.19,2678,2375
API Generated 2021-05-30 09:40:25 +0000,3184a39c-f4a7-4052-805d-73947144cb8f,2021-05-30T10:25:46.025Z,2021-05-30T10:40:01.348Z,completed,completed normal,24.90945346,0.695256076,1.74784979,43.58422617,7816.434465,1157.106809,770.324185,20903202.78,444.3261002,585.9199655,768,3191455.02,125401.77,20903205.56,26234369.44,1329,2473230.43,2097,1335
API Generated 2021-05-30 08:07:20 +0000,0cb2b8bb-1242-4b59-9691-951246750137,2021-05-30T08:54:09.463Z,2021-05-30T09:09:06.299Z,completed,completed normal,20.65164893,0.603061952,3.081229178,47.96611974,6823.409677,1309.365332,730.079764,25086141.67,201.3270385,265.4841375,765,3982674.97,146049.49,25086142.78,26191100,1355,3004738.61,2120,1343
API Generated 2021-05-30 02:57:06 +0000,35a47e05-4fa4-44f2-8aff-f84930321794,2021-05-30T03:41:47.357Z,2021-05-30T03:56:29.258Z,completed,completed normal,24.66083454,0.207009383,0.661262849,49.54347338,4299.187264,1072.613575,753.2752521,19528611.11,96.68458327,127.495161,766,2923797.15,123897.56,19528611.39,26206491.67,1347,2299167.23,2113,1341
API Generated 2021-05-30 01:38:05 +0000,57b11644-54c8-48ab-8143-4dce77b58a17,2021-05-30T02:24:21.554Z,2021-05-30T02:39:05.668Z,completed,completed normal,25.85092595,0.616306316,3.266328764,47.26732841,4715.779739,983.0230497,814.3607381,25033641.67,541.6087023,714.2037167,767,3819930,141609.9,25033643.61,26193613.89,1357,2929168.99,2124,1338
API Generated 2021-05-30 02:57:06 +0000,a3dfd9c7-b27c-4f09-bf26-b394ac7573b0,2021-05-30T03:43:36.566Z,2021-05-30T03:58:13.323Z,completed,completed normal,27.4698841,0.939707334,3.620906432,41.1199742,7844.651889,668.8057721,778.4882761,23519008.33,1458.919999,1923.835568,763,3643582.02,131637.82,23519008.89,26245577.78,1312,2784210.92,2075,1340
API Generated 2021-05-30 05:32:57 +0000,2b4f7439-d2d0-47b1-a145-d29b92bc6bd8,2021-05-30T05:48:58.968Z,2021-05-30T06:04:14.433Z,completed,completed normal,27.35872967,0.938412372,3.640571781,41.2765529,2289.733882,705.3261813,218.9396105,24251758.33,1337.951721,4629.275622,764,3531320.2,136370.33,24251759.72,26243261.11,1314,2753914.58,2078,1341
API Generated 2021-05-30 05:32:57 +0000,507115df-737d-4640-9a33-a6f0945711a2,2021-05-30T05:33:01.096Z,2021-05-30T05:50:03.242Z,completed,completed normal,21.38709668,0.489895145,0.196249265,40.83926114,4383.505225,609.349354,368.829673,18324833.33,366.9890503,1113.670017,765,2637592.12,118839.19,18324834.72,26191361.11,1704,2100329.08,2469,2053
API Generated 2021-05-30 05:32:57 +0000,48f5dfcd-c743-44e8-b8ce-d25da51bc0bd,2021-05-30T06:03:22.716Z,2021-05-30T06:17:52.992Z,completed,completed normal,28.56273663,0.320027442,1.34122676,44.47869286,763.8018552,739.165206,491.5663579,20655491.67,322.9016111,707.5365683,763,3065411.63,125662.28,20655493.89,26219866.67,1348,2411061.24,2111,1341
API Generated 2021-05-30 01:38:05 +0000,4f0e6ddd-0a3c-4ee4-8657-278896e68714,2021-05-30T02:37:20.029Z,2021-05-30T02:51:26.773Z,completed,completed normal,23.93249808,0.230703824,1.413079613,42.10751441,6474.347804,538.6781169,320.8660633,20504313.89,790.2220177,1929.71474,766,2999594.53,124203.1,20504313.89,26238266.67,1342,2378213.24,2108,1358
API Generated 2021-05-30 08:07:20 +0000,454a4f7b-d6e1-4ab2-bf98-9964563c9972,2021-05-30T08:07:21.563Z,2021-05-30T08:23:10.586Z,completed,completed normal,28.75530543,0.579904298,3.870547632,40.75602995,2319.868616,1147.495505,819.4504792,24508563.89,491.3812474,647.9702259,765,3932748.87,135434.75,24508564.17,26248891.67,1318,2937265.91,2083,1340
API Generated 2021-05-30 08:07:20 +0000,8291c51d-34a6-4948-9c83-e80cc1041993,2021-05-30T08:07:23.141Z,2021-05-30T08:23:31.463Z,completed,completed normal,24.0561467,0.340371242,2.86860968,43.22574746,7588.04251,1064.172422,774.4040015,22770316.67,1740.354579,2294.955202,764,3499678.8,133164.22,22770314.17,26219852.78,1347,2670602.65,2111,1337
API Generated 2021-05-30 05:32:57 +0000,b7e7dd16-41e0-444b-a119-0e5fbdbc7a5a,2021-05-30T05:33:01.623Z,2021-05-30T05:49:00.699Z,completed,completed normal,27.39946781,0.640895766,3.610951635,41.31102731,1649.441485,907.7897131,222.2833442,24294336.11,1171.865366,3676.807169,764,3573947.66,136284.67,24294336.94,26238872.22,1315,2765892.55,2079,1337
API Generated 2021-05-30 02:57:05 +0000,692aadd8-1b87-4605-a293-f5dee8ae8731,2021-05-30T03:13:30.611Z,2021-05-30T03:29:12.899Z,completed,completed normal,29.59735214,0.187513994,0.467241692,44.50917536,2071.63105,1486.765397,631.2907074,19040825,88.6394246,116.8862432,764,2920027.83,119704.67,19040824.72,26221525,1805,2265150.57,2569,1995
API Generated 2021-05-30 09:24:11 +0000,ed352ccf-e4d2-460f-9b6f-096e54fd8c34,2021-05-30T09:40:12.947Z,2021-05-30T09:54:46.983Z,completed,completed normal,27.25465543,0.143225942,1.630117427,42.36622932,6474.347804,501.0760255,325.5615512,20705936.11,715.2273396,2529.815451,762,2981948.89,123779.98,20705936.39,26238847.22,1393,2370516.89,2155,1415
API Generated 2021-05-30 02:57:05 +0000,ad9c5ac0-e003-4809-ac7f-ee0bcb25b3e8,2021-05-30T02:57:09.781Z,2021-05-30T03:14:01.143Z,completed,completed normal,26.24526404,0.214167013,0.52292033,40.45682534,585.0822642,667.4290346,398.0254941,19159961.11,521.0316501,1123.467016,767,2790015.8,120546.12,19159962.78,26239361.11,1759,2202032.93,2526,2000
API Generated 2021-05-30 06:50:13 +0000,6d1a48a4-96a8-40db-8f8c-41793f0b6aab,2021-05-30T07:36:00.130Z,2021-05-30T07:51:13.242Z,completed,completed normal,20.86979108,0.165450445,3.676352921,48.20262087,3851.768075,1207.905428,297.6945796,26193497.22,810.022469,1508.53119,763,4054897.07,149799.72,26193499.72,26181233.33,1357,3095563.7,2120,1342
API Generated 2021-05-30 02:57:06 +0000,5b3ce55d-aeb5-4c88-bec6-6bcd8160f8de,2021-05-30T03:28:49.225Z,2021-05-30T03:43:06.939Z,completed,completed normal,26.60741647,0.32597083,2.003742921,40.03036667,6538.499737,975.2402567,265.4217122,21332708.33,616.8612221,1348.22209,765,3202567.74,126148.19,21332706.67,26244994.44,1311,2515283.68,2076,1338
API Generated 2021-05-30 02:57:06 +0000,fff2dc3b-12fc-46d7-bded-2b4ad1db7104,2021-05-30T03:43:25.105Z,2021-05-30T03:58:30.858Z,completed,completed normal,27.73155537,0.319436551,1.265000109,41.77582268,7895.060309,711.4862658,222.3043533,20018127.78,773.8556338,3513.954479,765,2779730.76,120987.61,20018127.78,26242205.56,1327,2237349.4,2092,1339
API Generated 2021-05-30 05:32:57 +0000,d23a6326-9b94-466a-a397-c822d2cb621b,2021-05-30T05:32:57.774Z,2021-05-30T05:49:10.216Z,completed,completed normal,23.24619259,0.476544941,2.823693156,47.37237565,5650.492055,989.1911937,346.9402122,24498427.78,856.5124114,1642.881669,764,3643730.89,141891.94,24498428.61,26179830.56,1337,2830138.96,2101,1341
API Generated 2021-05-30 01:54:35 +0000,dc895161-7421-4438-8128-29c2c92c4a72,2021-05-30T02:39:29.327Z,2021-05-30T02:54:17.712Z,completed,completed normal,21.64272518,0.366617228,1.821726365,48.60516391,1356.035995,804.4254877,382.8814519,22486155.56,528.7137619,1375.726764,763,3285363.27,135345.61,22486158.33,26203069.44,1353,2582514.86,2116,1338
API Generated 2021-05-30 01:38:05 +0000,41b97c77-0b9c-45dc-8621-79937d0a5818,2021-05-30T02:10:53.612Z,2021-05-30T02:25:18.091Z,completed,completed normal,24.64455043,0.932723772,0.643019762,43.94193975,6138.389572,913.4238429,708.3363276,19075450,203.5595689,372.0068796,763,2834827.26,120565.26,19075451.39,26220686.11,1353,2239173.79,2116,1341
API Generated 2021-05-30 09:24:11 +0000,9942245a-2d3c-49b2-86fd-c1ec2d643f6d,2021-05-30T09:54:47.115Z,2021-05-30T10:09:01.443Z,completed,completed normal,26.69755057,0.324117215,2.185041885,43.86388454,7484.10052,1432.972137,451.6098163,21538075,157.9799363,258.5306759,765,3385543.19,126877.56,21538075.56,26215105.56,1329,2583240.09,2094,1340
