name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,year_one_energy_supplied_kw,year_one_energy_supplied_kwh,water_qbft,distributed_generation_total_solar_pv_kw,electricity_kwh,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_demand_cost_us_dollars,size_kw,year_one_energy_supplied_kwh,electricity_produced_kwh,natural_gas_kwh,year_one_bill_us_dollars,size_kwh
API Generated 2021-06-16 05:37:03 +0000,1044af7d-7c84-4484-a491-35561312ee41,2021-06-16T05:37:08.339Z,2021-06-16T05:53:35.631Z,completed,completed normal,23.09920665,0.994526619,49.89815292,34551.14678,1645.51212,722.3864473,126907.2,1716.3594,20389786.11,1984852.01,1363,1340,1262053.85,488.8111981,18318882.07,20389786.67,26202025,3254105.86,1761.506552
API Generated 2021-06-16 10:14:09 +0000,1a06668e-7567-459d-9674-6c6598e49002,2021-06-16T11:01:33.347Z,2021-06-16T11:16:33.734Z,completed,completed normal,25.8784789,0.773469738,49.78994782,34957.31881,442.4588727,548.3938987,126006.41,4057.4016,20310208.33,1703676.9,1365,1338,963695.41,1268.189667,16327970.08,20310208.61,26192636.11,2674572.3,7250.557838
API Generated 2021-06-16 10:46:02 +0000,de8fbfe4-7df7-4ee7-9c9e-90d77ffe49aa,2021-06-16T11:31:29.852Z,2021-06-16T11:46:21.782Z,completed,completed normal,29.50132335,0.714341352,45.13880268,12518.30865,1612.009858,529.8842043,122657.85,1933.41,19972608.33,1882024.72,1330,1340,1089671.05,649.9224346,17764380.44,19972610.56,26203002.78,2978895.78,3656.789175
API Generated 2021-06-16 13:19:44 +0000,f3e22434-80e2-482e-835c-5beaf89a1872,2021-06-16T13:19:46.687Z,2021-06-16T13:35:28.472Z,completed,completed normal,20.04773568,0.320052311,40.34605034,35157.8878,418.1977865,206.1687127,120675.99,1767.4201,19649011.11,1806718.21,1317,1337,820299.51,1716.20276,17752729.93,19649013.06,26253547.22,2634217.72,12710.92843
API Generated 2021-06-16 10:14:08 +0000,018f0805-071b-4730-8152-c488eb7d065e,2021-06-16T11:00:20.631Z,2021-06-16T11:14:59.090Z,completed,completed normal,28.31938978,0.858317252,44.19299734,12080.5713,1406.6845,556.5149125,120142.02,1946.1407,19633544.44,1836230.25,1356,1341,1063563.42,752.3567813,17437764.5,19633546.11,26204011.11,2906993.67,4574.813381
API Generated 2021-06-16 13:19:44 +0000,d4e92c06-bc47-4e43-916e-f42ce954d46d,2021-06-16T14:05:31.018Z,2021-06-16T14:20:04.618Z,completed,completed normal,29.76793134,0.6319334,49.65142611,18184.67028,626.6707435,575.4186423,124396.02,3446.4276,20175161.11,1760891.02,1390,1341,1028300.58,1123.743359,16694101.9,20175163.06,26198119.44,2796391.59,5964.8407
API Generated 2021-06-16 11:46:37 +0000,e782d866-17c1-4e01-b5e8-6f063567e318,2021-06-16T12:18:26.598Z,2021-06-16T12:33:43.561Z,completed,completed normal,29.30945163,0.74492677,49.90862889,34000.22251,1653.853575,837.2155751,124711.38,1581.8613,20207138.89,1987019.7,1376,1342,1309167.31,368.361619,18235798.46,20207140.56,26179586.11,3303387.01,995.0818261
API Generated 2021-06-16 13:19:44 +0000,609670a6-d681-4af5-ab3a-142c14d233ed,2021-06-16T14:19:24.403Z,2021-06-16T14:34:03.764Z,completed,completed normal,20.42536054,0.37517464,48.05314523,25572.0536,505.7351635,205.1383747,127483.24,2919.42,20459208.33,1803098.18,1357,1340,894339.19,1675.070978,17560293.7,20459211.11,26188102.78,2704637.37,13432.42019
API Generated 2021-06-16 15:29:56 +0000,8270d792-1a7d-40b3-a926-baa0a9f67312,2021-06-16T16:15:49.063Z,2021-06-16T16:35:13.080Z,completed,completed normal,20.07305507,0.165891004,49.69829328,6624.641154,1666.794278,830.0864685,127480.64,1581.8613,20441558.33,2008435.12,1370,1341,1305899.89,367.6809018,18470308.09,20441557.5,26184130.56,3321535.01,996.9078993
API Generated 2021-06-16 16:35:53 +0000,ddf4ab79-64bc-4f54-8c11-408409b88c3e,2021-06-16T17:23:42.562Z,2021-06-16T17:41:32.469Z,completed,completed normal,20.60632105,0.961937091,41.59257065,29488.6775,1265.365603,780.61013,120739.76,1581.8613,19636327.78,1875413.37,1335,1337,1093142.52,620.0051629,17712707.35,19636328.89,26241466.67,2975755.89,2626.306439
API Generated 2021-06-16 12:03:41 +0000,4556bead-031d-426f-8b97-f61fa9b6ae83,2021-06-16T13:01:54.901Z,2021-06-16T13:16:32.311Z,completed,completed normal,20.09122345,0.251903901,47.15611559,7021.825521,1653.954725,834.1084549,127483.92,1581.8613,20468416.67,2010950.16,1311,1337,1301677.31,334.4432617,18497629.21,20468418.06,26191405.56,3319827.47,1020.373809
API Generated 2021-06-16 08:41:04 +0000,3434a285-21d2-428d-9044-d393b655c806,2021-06-16T09:28:04.602Z,2021-06-16T09:42:53.142Z,completed,completed normal,27.72313539,0.304178102,42.48964536,35511.38749,1137.177143,221.3225391,118889.72,1701.3902,19482786.11,1810987.57,1349,1338,889026.31,1179.630169,17613517.48,19482783.89,26235741.67,2707213.88,9333.264932
API Generated 2021-06-16 14:57:38 +0000,4f433876-1b62-453a-9ed8-45dae1a358bd,2021-06-16T15:45:42.624Z,2021-06-16T16:00:56.227Z,completed,completed normal,20.09156995,0.991290256,45.174613,36901.82169,1393.860075,825.6311432,123629.29,1581.8613,19917530.56,1926407.87,1347,1341,1190895.13,454.7746482,17963327.72,19917528.61,26204505.56,3124503,1585.383317
API Generated 2021-06-16 13:19:44 +0000,17c44a0c-488a-4dcb-8261-7943a04aa72b,2021-06-16T13:50:35.715Z,2021-06-16T14:05:25.378Z,completed,completed normal,28.53073736,0.746994521,49.75317744,18039.99711,956.8040888,492.1215348,124827.61,3446.0316,20215680.56,1764803.57,1379,1342,1033943.7,1031.471037,16734788.2,20215680.28,26192902.78,2805947.27,6014.227139
API Generated 2021-06-16 02:23:50 +0000,6cc00e87-0ea1-469f-936b-6fbb0eb04064,2021-06-16T02:55:57.227Z,2021-06-16T03:11:44.617Z,completed,completed normal,25.14034772,0.994526619,49.68855272,12987.43081,1613.450674,837.2155751,126230.92,1581.8613,20333947.22,1998633.49,1383,1337,1307361.14,350.9875952,18362606.26,20333948.06,26185094.44,3313194.63,996.9929281
API Generated 2021-06-16 14:57:38 +0000,6f3bba5d-35fe-481d-805f-6a9ddcdfb68c,2021-06-16T15:43:33.833Z,2021-06-16T15:57:54.685Z,completed,completed normal,20.12596226,0.622029535,40.45160292,39275.6588,502.0427535,282.8712547,120752.62,2043.1857,19651994.44,1787299.42,1326,1342,842834.62,1531.423797,17496454.2,19651996.11,26235905.56,2637334.03,10815.62766
API Generated 2021-06-16 16:35:53 +0000,47a81730-2c3f-4afe-932a-45f781c45b48,2021-06-16T16:35:57.062Z,2021-06-16T16:55:24.660Z,completed,completed normal,26.90008508,0.140851807,41.01474195,31921.5141,1666.693271,817.4618404,119153.1,1581.8613,19504191.67,1868065.19,1319,1342,1135397.54,484.8971667,17555433.4,19504189.72,26247802.78,3010662.73,1749.63711
API Generated 2021-06-16 15:29:31 +0000,b1d0a6e6-3b91-4db4-8343-95ad40e0883b,2021-06-16T16:15:26.171Z,2021-06-16T16:30:31.872Z,completed,completed normal,20.07573153,0.730890737,48.05186626,6558.669342,453.3044777,638.4739692,127478.02,3446.1427,20454800,1787150.47,1352,1335,1030807.76,1143.096499,16972456.07,20454799.72,26192138.89,2825158.23,5913.651708
API Generated 2021-06-16 16:52:12 +0000,749bebd8-560a-4195-a73b-fdaf73a61a67,2021-06-16T17:41:32.602Z,2021-06-16T17:58:38.540Z,completed,completed normal,29.0066251,0.235741781,42.82657539,30634.22955,1131.031616,243.8247854,119883.85,1797.1422,19738352.78,1827059.94,1385,1410,932313.71,1316.286684,17794467.45,19738355.56,26228219.44,2766573.64,10359.02378
API Generated 2021-06-16 07:25:41 +0000,0540bc08-76cb-4e57-98fe-5a3e04079a69,2021-06-16T08:10:56.771Z,2021-06-16T08:26:03.446Z,completed,completed normal,28.17196226,0.380672586,41.4181322,27158.32319,637.8517554,231.7670203,119054.42,1797.1272,19527786.11,1794661.92,1319,1344,857137.61,1588.666707,17598399.52,19527788.33,26253741.67,2658999.54,11494.51162
API Generated 2021-06-16 05:37:03 +0000,db307407-20cf-4b07-bfc2-67933347272c,2021-06-16T05:52:46.412Z,2021-06-16T06:07:17.641Z,completed,completed normal,27.50433977,0.346671988,42.56235091,21835.07196,478.4560933,234.5742252,118899.66,1774.7393,19466277.78,1790780.94,1322,1337,853869.78,1590.342474,17555750.2,19466279.17,26234319.44,2651850.72,11525.27994
API Generated 2021-06-16 07:25:11 +0000,a58bb67f-a841-417f-b4b8-14144c2b59a1,2021-06-16T08:09:46.679Z,2021-06-16T08:25:08.855Z,completed,completed normal,25.81998382,0.799249148,49.80772748,34878.29004,1374.464937,837.1285322,125965.46,1581.8613,20305438.89,1993841.96,1377,1339,1287191.84,426.9688308,18341733.53,20305441.67,26204450,3288233.81,1313.741766
API Generated 2021-06-16 14:57:38 +0000,faaf84d7-fad2-45a7-85c7-b4350413d484,2021-06-16T15:45:25.524Z,2021-06-16T16:00:56.144Z,completed,completed normal,20.32107792,0.253974168,41.12244997,27427.80807,421.9394426,378.5902188,120719.79,2424.8455,19638216.67,1761476.72,1320,1341,864683.2,1362.174406,17120023.59,19638216.94,26258305.56,2633359.93,8476.424533
API Generated 2021-06-16 16:35:53 +0000,cf478e9e-337b-439b-9c7e-38ef7d352391,2021-06-16T16:53:33.725Z,2021-06-16T17:10:09.429Z,completed,completed normal,26.10443447,0.673248797,43.01846698,15952.99729,1577.267728,399.6279228,119400.69,1742.9611,19509877.78,1825985.64,1340,1337,978153.72,976.4547368,17539874.97,19509876.94,26226613.89,2811339.36,6379.307937
API Generated 2021-06-16 04:21:55 +0000,553711d5-6d23-4669-9adb-6dc3a58fd299,2021-06-16T05:19:00.801Z,2021-06-16T05:33:11.255Z,completed,completed normal,27.1940954,0.366287011,42.72582073,35623.19494,1502.353193,789.43175,119154.32,1581.8613,19475175,1863684.72,1343,1341,1108979.86,543.3003137,17537214.04,19475175.28,26231505.56,2979864.59,2121.014298
API Generated 2021-06-16 04:20:29 +0000,1000faf3-d5a3-4015-aab5-41efbe603256,2021-06-16T05:05:58.774Z,2021-06-16T05:21:12.400Z,completed,completed normal,20.20656772,0.191805541,49.86591056,6783.236312,502.3267739,432.7744357,127513.49,3904.7246,20447466.67,1725680.01,1363,1336,941573.41,1347.196997,16624299.94,20447467.22,26188102.78,2674453.42,8455.981185
API Generated 2021-06-16 02:23:50 +0000,0cfb86d1-a34a-4a8a-a16f-d85d91af4aab,2021-06-16T03:24:34.377Z,2021-06-16T03:39:12.826Z,completed,completed normal,27.88283632,0.994526619,49.90862889,35118.67992,1563.663927,836.0508762,125061.22,1581.8613,20222755.56,1987890.08,1371,1341,1305901.69,378.5496861,18252838.13,20222757.22,26178461.11,3300991.78,1052.483081
API Generated 2021-06-16 08:41:04 +0000,a77089ec-8c15-4a51-bf15-053c85775642,2021-06-16T08:41:07.092Z,2021-06-16T08:57:34.299Z,completed,completed normal,20.09122345,0.381388996,47.63390888,10386.24455,1660.395702,831.2946277,127480.67,1581.8613,20467075,2010827.72,1343,1342,1312340.74,334.431471,18495935.15,20467077.5,26191722.22,3330368.46,1015.845511
API Generated 2021-06-16 14:57:38 +0000,9f742e37-006d-4de2-b933-c17bdf06f87a,2021-06-16T15:57:54.818Z,2021-06-16T16:11:59.793Z,completed,completed normal,29.79290432,0.272844087,41.85771382,35437.22975,1363.522999,222.9812745,122973.26,2340.563,20129502.78,1827538.16,1414,1452,982617.94,1142.792924,17680594.64,20129500.56,26234177.78,2817356.1,9041.807676
API Generated 2021-06-16 02:23:50 +0000,7f70b78e-e67e-432d-bfe0-28260b8fa6c6,2021-06-16T02:56:24.838Z,2021-06-16T03:12:24.860Z,completed,completed normal,25.99583434,0.994526619,49.90862889,31825.03746,1585.560762,837.2155751,125909.36,1581.8613,20291319.44,1994210.99,1381,1338,1305014.6,378.0423117,18321468.04,20291320,26189313.89,3306425.59,1052.482998
API Generated 2021-06-16 05:37:03 +0000,e94c9918-ccc1-4528-9442-5d1bd4e959bc,2021-06-16T06:24:34.275Z,2021-06-16T06:39:29.570Z,completed,completed normal,20.26808331,0.70520319,49.38926032,9571.256271,440.5629671,226.2648765,127466.71,2874.8586,20440758.33,1804834.01,1389,1337,896185.58,1698.07861,17581120.48,20440758.61,26191752.78,2708219.59,13435.24263
API Generated 2021-06-16 08:41:03 +0000,402047d1-9e25-40bd-a3a3-e81211df52d6,2021-06-16T08:41:04.337Z,2021-06-16T08:57:51.614Z,completed,completed normal,27.21106513,0.553042829,49.90862889,35126.00468,1651.400726,837.2155751,125389,1581.8613,20249411.11,1990779.15,1357,1337,1309194.5,366.9467332,18278142.21,20249413.06,26187094.44,3307173.65,994.9763539
API Generated 2021-06-16 10:30:28 +0000,4869b300-a00d-40ad-b8fa-453bc524f1dc,2021-06-16T11:16:01.988Z,2021-06-16T11:30:34.386Z,completed,completed normal,20.15026281,0.936335074,46.40237893,14934.28708,557.5958284,823.9306326,125502.19,1823.1759,20099266.67,1929499.81,1337,1340,1174026.06,636.2642961,17952594.64,20099265.56,26202397.22,3110725.88,2317.577282
API Generated 2021-06-16 00:49:35 +0000,d4b2502c-58ca-45a0-90d4-4b176df08de8,2021-06-16T01:36:04.169Z,2021-06-16T01:50:37.753Z,completed,completed normal,28.36240931,0.108448465,47.42235882,15418.92296,1673.025153,683.0523371,124835,1581.8613,20247663.89,1986578.92,1344,1341,1267607.37,451.0560097,18292125.79,20247665,26196416.67,3261386.29,1641.545338
API Generated 2021-06-16 16:35:53 +0000,e46f62cd-b30f-4911-b97d-58b6a2fd2b12,2021-06-16T17:23:29.511Z,2021-06-16T17:44:27.494Z,completed,completed normal,23.65208256,0.354303153,48.21728263,26063.51971,421.2738243,632.9688416,126778.55,3448.7181,20399097.22,1782431.91,1345,1338,1028454.41,1113.616497,16914003.39,20399096.67,26193491.67,2818086.32,5844.610885
API Generated 2021-06-16 04:04:10 +0000,1f3367f4-66e8-4201-8bc8-9da0b01329fb,2021-06-16T04:51:14.916Z,2021-06-16T05:05:59.490Z,completed,completed normal,27.41999862,0.617357116,41.14492731,28255.20328,1651.673165,747.5601033,118908.67,1581.8613,19467611.11,1861886.97,1331,1343,1127133.74,543.8181696,17531326.79,19467611.94,26257972.22,2996220.72,2213.300142
API Generated 2021-06-16 11:46:37 +0000,c3f8d26b-2c11-4f10-ae53-ea7c5b9e078a,2021-06-16T12:02:54.211Z,2021-06-16T12:18:21.983Z,completed,completed normal,27.29467127,0.291389415,41.862942,34624.7113,1516.055777,215.4489841,118972.46,1749.8377,19475627.78,1808211.77,1331,1339,907691.8,1096.540294,17553013.25,19475628.61,26233408.33,2723103.57,8675.855652
API Generated 2021-06-16 07:25:21 +0000,e750a4d5-d1ad-496a-a3cd-51b3ad3d0596,2021-06-16T08:10:27.673Z,2021-06-16T08:25:44.933Z,completed,completed normal,20.10703485,0.295547846,41.30016187,19003.27274,534.5792058,210.6866456,120496.53,1778.0433,19634272.22,1807248.56,1322,1341,829486.08,1630.108191,17723194.71,19634273.89,26247961.11,2643934.64,12070.23718
API Generated 2021-06-16 02:40:45 +0000,a1d0af8e-76d1-4d81-8e0d-b5f7df6d216a,2021-06-16T03:27:12.254Z,2021-06-16T03:42:51.427Z,completed,completed normal,28.44025034,0.992362773,49.88898365,24700.61276,1613.450674,837.2155751,124849.35,1581.8613,20207950,1985951.52,1387,1341,1300145.26,397.2341897,18240369.67,20207952.5,26194611.11,3293296.79,1148.922582
API Generated 2021-06-16 07:08:56 +0000,42648536-3e95-44e3-bed2-31ed890e342c,2021-06-16T07:08:57.906Z,2021-06-16T07:25:31.890Z,completed,completed normal,21.49838719,0.320973848,49.847597,6464.9337,545.6168748,599.3948285,127206.58,3453.679,20427733.33,1784622.03,1370,1336,1031246.64,1114.437358,16936652.79,20427734.17,26199413.89,2823068.67,5806.544302
API Generated 2021-06-16 06:09:17 +0000,741ed781-15d4-48f8-81bb-facf45e4d78c,2021-06-16T06:53:47.833Z,2021-06-16T07:08:23.119Z,completed,completed normal,20.24590652,0.295547846,41.44827598,17091.27336,509.122334,210.6866456,120594.83,1761.7323,19630597.22,1809079.83,1323,1342,831277.79,1615.318811,17733635.25,19630598.06,26242561.11,2647557.62,12011.45583
API Generated 2021-06-16 08:41:04 +0000,a451bb85-f988-4091-800a-49c329852749,2021-06-16T09:27:43.661Z,2021-06-16T09:42:20.966Z,completed,completed normal,20.05929418,0.936335074,47.18929648,14999.6083,1292.061765,826.3938771,127507.68,1581.8613,20479102.78,2008576.74,1341,1339,1269308.13,453.7938308,18520970.3,20479102.78,26195755.56,3285084.87,1538.2652
API Generated 2021-06-16 00:49:35 +0000,f2e0d7c9-ad74-497b-bcb1-d55a313b6a25,2021-06-16T01:50:37.893Z,2021-06-16T02:04:57.386Z,completed,completed normal,28.91949293,0.841496674,45.66327116,30981.51273,1077.887895,716.697334,122559.43,1581.8613,19889200,1922529.96,1342,1341,1144717.14,550.3841506,17962441.93,19889202.78,26199547.22,3074447.1,2630.107916
API Generated 2021-06-16 05:37:03 +0000,b8344284-3a33-4491-aba6-14e8caf71dd7,2021-06-16T06:09:52.581Z,2021-06-16T06:24:42.350Z,completed,completed normal,20.70715255,0.247867549,42.14974775,5192.554031,477.3160838,333.1743176,122546.08,2148.669,19870630.56,1822336.6,1406,1453,975897.6,1320.747471,17611894.1,19870631.39,26233483.33,2805434.21,10043.33206
API Generated 2021-06-16 07:08:56 +0000,1f51783b-5586-4949-a4cc-7da7dcacece7,2021-06-16T07:08:59.977Z,2021-06-16T07:25:44.495Z,completed,completed normal,24.97648075,0.155058396,49.8124703,7205.64405,522.8614075,414.7392713,126362.06,3866.6734,20341255.56,1716069.33,1391,1338,926943.26,1399.840478,16563187.15,20341256.11,26198175,2650212.59,9169.005094
API Generated 2021-06-16 10:14:08 +0000,7261db87-333e-4d84-aa70-1bdd43bd0ada,2021-06-16T10:45:18.064Z,2021-06-16T11:00:20.502Z,completed,completed normal,22.87529416,0.389105349,46.6128185,8327.744245,1658.580776,836.5321435,125916.06,1581.8613,20175436.11,1970332.04,1330,1343,1255790.12,379.6976605,18209904.52,20175437.22,26198497.22,3233322.17,1199.777983
API Generated 2021-06-16 10:14:08 +0000,36ee134f-1d35-43be-aef8-8e671908862a,2021-06-16T10:59:19.929Z,2021-06-16T11:13:26.484Z,completed,completed normal,26.73559032,0.72991315,40.65747767,10406.50743,1591.802313,490.1518839,119451.93,1581.8613,19510836.11,1856079.67,1321,1335,1068131.22,786.5754806,17641866.41,19510834.17,26257680.56,2931410.89,4852.313454
API Generated 2021-06-16 13:19:44 +0000,ff11c4bd-cb74-49ad-9b1e-e4876ec26b6b,2021-06-16T13:19:47.009Z,2021-06-16T13:36:00.475Z,completed,completed normal,20.06176876,0.977425287,45.23354605,17940.17327,1331.403956,820.0875271,123583.02,1581.8613,19904744.44,1926159.46,1369,1337,1188877.03,443.9786724,17950444.36,19904743.61,26209102.78,3122236.49,1562.455088
API Generated 2021-06-16 13:19:44 +0000,6977a5fd-b9d6-430b-bf4d-bb3bcc752bf5,2021-06-16T13:50:48.432Z,2021-06-16T14:09:13.374Z,completed,completed normal,29.59611848,0.155410744,46.00821069,5374.498851,1294.690156,208.1714891,121943.83,2461.736,20008086.11,1814159.89,1540,1632,972849.73,1169.074927,17456908.01,20008086.67,26200141.67,2794209.62,9002.080825
API Generated 2021-06-16 13:19:44 +0000,9d3d7bae-fc32-4b34-bb7c-70eeb0fecbb7,2021-06-16T13:51:35.175Z,2021-06-16T14:06:41.011Z,completed,completed normal,20.0660052,0.122594932,45.75581162,18734.9206,1168.14743,826.5927524,120829.26,1581.8613,19653030.56,1879936.26,1348,1341,1101889.52,591.8284131,17723872.62,19653033.06,26202608.33,2989025.78,2429.913419
API Generated 2021-06-16 02:56:29 +0000,3d696213-d3fd-4ffa-9abc-87e22a123025,2021-06-16T03:42:51.573Z,2021-06-16T04:02:31.058Z,completed,completed normal,29.17641686,0.254454136,42.63263522,10499.43807,1339.320303,782.2832796,120403.41,1581.8613,19791894.44,1907788.25,1392,1433,1227478.67,524.1973571,17852790.16,19791895.56,26229577.78,3142466.92,2162.906395
API Generated 2021-06-16 11:46:37 +0000,e82797a2-f117-4193-b983-8f6b7a6d601d,2021-06-16T12:02:48.061Z,2021-06-16T12:18:21.099Z,completed,completed normal,20.0476191,0.498563049,49.84853374,8092.461844,425.0220588,519.4624426,127559.03,4026.7639,20447241.67,1718403.55,1368,1340,961349.02,1279.576079,16496262.95,20447242.78,26197580.56,2686952.58,7420.955238
API Generated 2021-06-16 13:19:44 +0000,615a7e55-e4ee-4038-a67b-97167ad0b0e8,2021-06-16T13:52:11.393Z,2021-06-16T14:09:32.933Z,completed,completed normal,20.34447652,0.72865955,47.48491699,7947.599887,433.119036,520.6724605,127406.15,3666.1169,20470405.56,1759115.99,1326,1340,985863,1229.038437,16826644.2,20470407.5,26197900,2752178.99,7083.739728
API Generated 2021-06-16 14:57:38 +0000,5659c6d6-e646-4b79-88d4-bc5cce097889,2021-06-16T15:27:27.614Z,2021-06-16T15:41:58.758Z,completed,completed normal,22.76118295,0.492378242,47.89712824,35794.94261,646.1371502,799.030283,127026.04,2034.6689,20423519.44,1950259.39,1363,1338,1205590.71,723.7418895,18091189.54,20423522.22,26185080.56,3163050.09,2485.705432
API Generated 2021-06-16 04:21:50 +0000,ba02e3ef-d283-4271-99ca-f536c0cd9aa7,2021-06-16T05:16:55.472Z,2021-06-16T05:31:07.047Z,completed,completed normal,29.30491355,0.300972315,40.20022461,28539.06218,419.6723972,241.180717,120886.58,1795.4696,19834072.22,1835151.32,1370,1385,912940.8,1415.119827,17899017.05,19834072.5,26256216.67,2755292.12,11196.4653
API Generated 2021-06-16 10:14:08 +0000,2ae9f210-c439-44f9-b737-92ed979bbff4,2021-06-16T10:30:20.547Z,2021-06-16T10:45:55.814Z,completed,completed normal,20.02509141,0.94655108,47.63065602,14999.6083,1275.386406,737.2559457,127466.68,1856.4586,20470427.78,1975861.4,1332,1341,1242386.45,539.7716948,18283774.56,20470428.06,26193713.89,3225447.85,2076.222293
API Generated 2021-06-16 07:08:56 +0000,f199a8ca-adeb-43e8-9e6a-584a0a99d85e,2021-06-16T07:39:57.999Z,2021-06-16T07:54:45.323Z,completed,completed normal,25.45595645,0.994526619,41.98890429,37687.63336,566.7706958,509.4573245,119623.35,2073.3764,19509536.11,1793386.17,1314,1338,937107.86,1088.938221,17252298.25,19509536.39,26224475,2737694.03,6242.414901
API Generated 2021-06-16 14:57:38 +0000,3bfa091a-582b-4fde-a6af-5f043396b8d2,2021-06-16T15:14:09.644Z,2021-06-16T15:29:25.435Z,completed,completed normal,28.42833632,0.749488311,49.90862889,35030.93848,1662.282616,837.2155751,124918.93,1581.8613,20215975,1987692.12,1349,1336,1309054.06,368.054625,18244658.23,20215976.11,26189150,3303946.19,995.0819417
API Generated 2021-06-16 14:57:38 +0000,696cd9b1-8828-4bd5-b765-c208c4c7350c,2021-06-16T15:29:25.621Z,2021-06-16T15:44:30.875Z,completed,completed normal,27.95354111,0.825128233,49.02060394,38711.69265,1668.383459,690.6892771,125072.52,1581.8613,20233002.78,1985203.41,1380,1341,1262272.61,431.0985494,18277919.31,20233003.89,26194288.89,3254676.02,1652.332337
API Generated 2021-06-16 14:57:38 +0000,4edcf3ea-0368-4fc0-b783-2394e94a4ad4,2021-06-16T15:44:31.017Z,2021-06-16T15:59:24.313Z,completed,completed normal,29.49087678,0.203924526,49.82150434,14386.28814,761.9217336,341.55158,124551.59,3434.5222,20186891.67,1740055.76,1391,1342,925003.47,1428.766656,16806573.76,20186893.89,26195200,2672259.23,10211.66063
API Generated 2021-06-16 02:23:50 +0000,17ebe3b3-b67d-4fa7-be11-5b1951fd9f2d,2021-06-16T03:24:06.551Z,2021-06-16T03:38:46.505Z,completed,completed normal,21.254784,0.210266033,48.80695668,21663.52788,759.4911929,703.2135788,127304.79,2567.8885,20435847.22,1890863.14,1389,1338,1155384.83,840.3262796,17655798.46,20435847.5,26192333.33,3053447.97,3334.216802
API Generated 2021-06-16 05:37:03 +0000,053c45b1-ea4b-43bd-8b1d-4e20be7bbbea,2021-06-16T06:09:52.531Z,2021-06-16T06:24:51.414Z,completed,completed normal,20.22500433,0.798555494,49.35778199,17452.46359,436.1907644,235.0682995,127469.81,2881.3438,20452086.11,1809053.79,1368,1341,904600.3,1608.025667,17581644.95,20452088.61,26195952.78,2720854.09,12937.06459
API Generated 2021-06-16 04:35:58 +0000,ffe4614d-c8c7-40f5-b7c4-866bb503c985,2021-06-16T05:21:49.659Z,2021-06-16T05:36:53.156Z,completed,completed normal,29.60532788,0.538404722,46.96797909,8998.502282,1522.527263,402.9749983,124446.57,2373.0897,20183711.11,1874672.37,1328,1340,1098277.71,755.9846508,17619852.94,20183711.94,26195294.44,2980150.09,5107.150684
API Generated 2021-06-16 14:57:38 +0000,2404491d-94d1-4777-8b8b-35f858ff54c8,2021-06-16T15:14:07.603Z,2021-06-16T15:29:51.301Z,completed,completed normal,20.03819725,0.551804942,47.70302512,6407.770776,914.5716833,836.6688059,127472.17,1856.913,20469619.44,1975306.82,1333,1341,1242185.2,667.5472506,18282352.06,20469616.94,26193111.11,3224692.02,2075.172133
API Generated 2021-06-16 07:08:56 +0000,484e6998-6316-4392-af07-d75e9e21e78a,2021-06-16T07:25:44.713Z,2021-06-16T07:41:07.066Z,completed,completed normal,26.96025075,0.586006913,49.39749948,32424.63379,1521.346103,797.798464,125495.89,1581.8613,20267511.11,1990127.16,1381,1343,1288565.5,425.4849029,18303812.44,20267511.67,26188933.33,3285892.65,1314.647303
API Generated 2021-06-16 15:14:48 +0000,82a8189a-e336-439f-8b88-1778d218ea91,2021-06-16T16:12:37.173Z,2021-06-16T16:35:24.296Z,completed,completed normal,20.14307487,0.109117016,47.71878685,27202.31236,423.5355832,207.3271336,127477.18,2602.8251,20468883.33,1824532.29,1372,1336,885130.48,1893.845446,17864714.87,20468885.83,26188541.67,2716862.77,14984.15499
API Generated 2021-06-16 16:35:53 +0000,d9b599b5-0585-4d68-91b2-b6d4d8b0df87,2021-06-16T16:55:23.043Z,2021-06-16T17:10:11.568Z,completed,completed normal,29.94606833,0.11429873,44.19049238,21253.0715,1393.372229,288.619333,121896.86,2159.8297,20106938.89,1849468.03,1574,1731,996255.58,1061.720238,17806932.1,20106937.5,26218727.78,2852923.6,8231.465194
API Generated 2021-06-16 16:35:53 +0000,c7500c75-7438-48da-8051-05e7566348eb,2021-06-16T17:07:33.360Z,2021-06-16T17:24:32.414Z,completed,completed normal,20.07305507,0.150224265,49.7706145,6624.641154,1665.815347,830.0864685,127476.71,1581.8613,20443069.44,2006877.78,1362,1336,1292399.26,424.1053116,18478527.67,20443066.67,26185658.33,3306477.03,1276.656795
API Generated 2021-06-16 02:55:48 +0000,57930a0d-a09a-4868-952f-a3dfb42bb072,2021-06-16T03:41:01.158Z,2021-06-16T03:57:06.598Z,completed,completed normal,20.92570951,0.506764409,49.41759823,9720.615775,517.5273922,311.364172,127335.36,3431.1141,20443958.33,1764730.73,1369,1338,923316.66,1441.942634,17062177.44,20443959.17,26200827.78,2695247.39,10340.58911
