name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,year_one_energy_supplied_kw,year_one_energy_supplied_kwh,water_qbft,distributed_generation_total_solar_pv_kw,electricity_kwh,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_demand_cost_us_dollars,size_kw,year_one_energy_supplied_kwh,electricity_produced_kwh,natural_gas_kwh,year_one_bill_us_dollars,size_kwh
API Generated 2021-06-16 11:46:37 +0000,9b94fdee-7f2b-42d6-a894-feaba8dfc211,2021-06-16T12:32:40.800Z,2021-06-16T12:47:22.115Z,completed,completed normal,29.43483675,0.598331472,49.81545846,16128.65414,610.9268668,457.1801286,124463.73,3958.3326,20187316.67,1696450.9,1377,1341,944450.68,1335.939359,16315716.74,20187317.5,26197438.89,2648101.58,8234.058504
API Generated 2021-06-16 10:14:08 +0000,82b00530-7630-4cbd-9361-40ab91fae751,2021-06-16T10:46:33.513Z,2021-06-16T11:01:33.509Z,completed,completed normal,29.39231885,0.976112336,42.78202818,35126.91628,1652.606061,803.8210466,121214.48,1581.8613,19856250,1912508.7,1347,1335,1186751.52,431.6030905,17900395.94,19856251.67,26244100,3106460.22,1535.79345
API Generated 2021-06-16 04:35:48 +0000,0a6be415-e80e-4dff-af18-a436a533ccf7,2021-06-16T05:21:33.091Z,2021-06-16T05:36:09.422Z,completed,completed normal,25.59796675,0.163343445,43.64520024,17261.37862,1066.849949,433.532621,119388.06,1739.961,19488727.78,1818322.37,1359,1336,934249.57,1060.711341,17548527.01,19488728.61,26229894.44,2759771.95,7326.365908
API Generated 2021-06-16 02:23:50 +0000,a86b5c8d-d71a-4873-a3ef-db0e2b1fec62,2021-06-16T02:56:22.920Z,2021-06-16T03:11:56.601Z,completed,completed normal,27.2694855,0.502505318,42.53298874,27735.5223,1552.290246,805.057504,118953.52,1581.8613,19451127.78,1863125.77,1329,1340,1143283.07,492.5292069,17504340.86,19451128.33,26234622.22,3013608.85,1817.189731
API Generated 2021-06-16 15:28:51 +0000,3aa4722a-6a44-46fd-a02a-a05be14d36ab,2021-06-16T16:15:09.844Z,2021-06-16T16:35:27.761Z,completed,completed normal,26.74279703,0.635315961,49.90862889,33794.62133,1653.316512,837.2155751,125607.82,1581.8613,20274111.11,1993093.66,1369,1338,1309453.86,367.0135936,18302864.69,20274112.22,26186830.56,3309747.52,994.9732754
API Generated 2021-06-16 05:37:03 +0000,27862da5-f159-418d-b05f-af00ae291d8d,2021-06-16T06:23:08.879Z,2021-06-16T06:37:38.481Z,completed,completed normal,25.22266271,0.121050154,46.23029406,5152.629736,1558.650945,830.111851,121218.21,1581.8613,19805358.33,1920808.63,1524,1642,1234547.52,521.8849778,17856404.4,19805356.11,26200586.11,3162556.15,1809.663009
API Generated 2021-06-16 15:28:36 +0000,d87e708a-ac90-4f56-9091-266050589bea,2021-06-16T16:14:43.078Z,2021-06-16T16:35:17.112Z,completed,completed normal,20.37596163,0.619471395,40.40975339,39089.14677,426.1253907,294.5515781,120708.55,2086.3239,19649805.56,1781498.28,1301,1337,833461.94,1576.849112,17459035.58,19649808.06,26245152.78,2622160.23,11109.21254
API Generated 2021-06-16 16:52:22 +0000,4b852bdd-edae-41dc-94e2-9f2d787013cb,2021-06-16T17:41:36.496Z,2021-06-16T17:58:54.409Z,completed,completed normal,28.19835247,0.981436652,49.06071668,33109.59756,1653.106688,823.2594018,124975.22,1581.8613,20232441.67,1988928.69,1367,1342,1293011.93,339.8428196,18263190.95,20232443.61,26194558.33,3289140.63,1079.10561
API Generated 2021-06-16 07:08:56 +0000,0eab73ed-129b-411e-8f17-a303343e92b5,2021-06-16T07:08:56.691Z,2021-06-16T07:25:14.041Z,completed,completed normal,20.07958347,0.629026089,48.61774841,16075.18792,1081.060681,826.8701728,127505.67,1817.0914,20453927.78,1978787.82,1373,1340,1253162.28,540.8875358,18298967.66,20453926.67,26201272.22,3239150.11,1980.908917
API Generated 2021-06-16 11:46:37 +0000,9c8f871f-0348-42f5-8ebb-c6de8df2d3e6,2021-06-16T12:32:49.962Z,2021-06-16T12:47:33.309Z,completed,completed normal,25.84163538,0.986846056,48.68383427,27883.45986,1672.97946,762.9677627,126099.47,1581.8613,20315080.56,1996548.45,1357,1337,1317247.17,337.6012527,18344757.67,20315080.56,26193988.89,3320995.62,1051.196233
API Generated 2021-06-16 14:57:38 +0000,316ba9f3-47f0-4bef-94e1-780998f85463,2021-06-16T14:57:43.489Z,2021-06-16T15:14:21.253Z,completed,completed normal,26.31432056,0.279277956,49.70817151,30546.20477,615.1820536,222.948768,125706.79,3139.1634,20292111.11,1769918.19,1378,1337,894826.13,1568.8987,17195652.22,20292112.78,26195855.56,2671944.32,12720.59802
API Generated 2021-06-16 16:52:42 +0000,0ee60b40-ff9c-4a54-aa8e-f5747cdc50b5,2021-06-16T17:43:32.438Z,2021-06-16T17:58:53.416Z,completed,completed normal,20.09849752,0.286076512,40.39242375,28825.34237,532.9886192,209.6709589,120692.48,1790.7343,19649747.22,1805097.15,1292,1335,821674.27,1700.716485,17731463.89,19649747.78,26245819.44,2633971.42,12563.04393
API Generated 2021-06-16 05:37:03 +0000,3e332075-d99a-4f9b-85ed-c14576a19e70,2021-06-16T05:53:14.021Z,2021-06-16T06:08:02.764Z,completed,completed normal,26.60654953,0.994526619,49.19326797,38547.54944,1637.02929,832.6997195,125710.93,1581.8613,20288886.11,1994084.6,1358,1340,1303982.41,366.842961,18318775.6,20288888.33,26197252.78,3305267.02,1051.549444
API Generated 2021-06-16 08:41:04 +0000,f18c2e3a-875f-4fb4-b5f1-6adb5af54f62,2021-06-16T09:26:46.158Z,2021-06-16T09:41:23.559Z,completed,completed normal,29.06197357,0.109127662,43.91959716,7699.23116,445.3355321,236.6655532,119764.57,2164.5802,19763194.44,1798575.05,1509,1610,906180.84,1452.161846,17504088.29,19763196.67,26211994.44,2711955.9,11402.59161
API Generated 2021-06-16 14:57:38 +0000,50b829d3-e932-4f22-9502-86018533e7e9,2021-06-16T14:57:38.859Z,2021-06-16T15:13:18.461Z,completed,completed normal,23.65208256,0.352520715,40.54012738,29744.02142,421.2911588,205.5269472,119983.65,1767.0581,19565772.22,1797090.71,1323,1337,814966.56,1733.592196,17671711.5,19565771.94,26256002.78,2619257.27,12931.02617
API Generated 2021-06-16 07:08:56 +0000,0de42b11-c242-4ecd-94f2-9791dd07ce54,2021-06-16T07:40:03.761Z,2021-06-16T07:54:35.450Z,completed,completed normal,20.14745851,0.338295972,46.83708003,36702.30977,417.9355763,249.6505386,126955.95,2732.4095,20344113.89,1813965.83,1328,1337,910955.42,1409.169319,17579804.16,20344116.11,26201377.78,2732121.24,10841.47549
API Generated 2021-06-16 10:31:08 +0000,cf7e8f54-9fad-4e0b-959e-0267cad07024,2021-06-16T11:16:33.881Z,2021-06-16T11:31:39.099Z,completed,completed normal,29.66193022,0.925771436,49.85552496,19523.73102,508.5661628,755.508775,124523.28,2361.3737,20179644.44,1889743.22,1374,1338,1165820.01,814.8842336,17576632,20179647.22,26192419.44,3062763.24,3128.937709
API Generated 2021-06-16 12:02:46 +0000,76665e7c-7f31-4185-9b8b-bd0e9c52da26,2021-06-16T12:48:46.485Z,2021-06-16T13:03:43.235Z,completed,completed normal,20.30902207,0.345428489,49.81833982,12599.1367,1649.000504,831.6371581,127480.2,1581.8613,20443319.44,2008719.49,1365,1339,1306314.1,357.4711353,18472028.79,20443321.11,26197841.67,3322233.58,995.8634579
API Generated 2021-06-16 04:04:10 +0000,8efa17a2-f5c9-49ff-94f5-96ace5af9f8c,2021-06-16T05:04:20.001Z,2021-06-16T05:19:14.625Z,completed,completed normal,29.73620805,0.80782871,49.23613971,34109.39555,1615.476088,837.2155751,124722.82,1581.8613,20236736.11,1989386.95,1365,1341,1289963.33,368.1727118,18267045.68,20236738.89,26196044.44,3286550.29,1051.590772
API Generated 2021-06-16 05:37:03 +0000,377531cb-6620-4cfc-b020-fbb83e756084,2021-06-16T05:37:04.466Z,2021-06-16T05:53:07.457Z,completed,completed normal,29.53823908,0.201915701,44.33994502,37300.17511,1652.969163,820.5460892,121684,1581.8613,19999816.67,1927716.32,1470,1482,1212896.96,532.8034954,18054251.48,19999818.33,26224472.22,3147813.28,1918.489306
API Generated 2021-06-16 07:08:56 +0000,158880ad-e241-4c8b-9956-ca4b1341b77e,2021-06-16T07:08:59.137Z,2021-06-16T07:25:04.409Z,completed,completed normal,28.27763351,0.991330874,41.92692981,39042.49167,1639.896909,805.0661473,119232.47,1581.8613,19556327.78,1873902.49,1311,1342,1154308.07,472.962904,17609123.86,19556327.5,26235669.44,3035410.55,1818.17405
API Generated 2021-06-16 10:29:48 +0000,7908c738-3841-468c-af95-1187d00d9a66,2021-06-16T11:15:14.725Z,2021-06-16T11:29:37.927Z,completed,completed normal,29.70980437,0.137782515,43.25348888,7582.178565,1070.84492,282.2511843,121692.71,2581.1097,20044508.33,1796008.59,1557,1673,956835.2,1263.475039,17396637.62,20044510,26224355.56,2760043.79,9501.025615
API Generated 2021-06-16 14:57:38 +0000,60c4a5ce-c4f0-4561-9acc-a13ebf7cd527,2021-06-16T15:14:39.432Z,2021-06-16T15:30:07.261Z,completed,completed normal,27.83393792,0.75540974,44.97056591,36210.27901,1660.304115,783.2712645,121372.68,1581.8613,19713094.44,1903756.28,1318,1342,1174426.44,426.7819664,17761163.11,19713094.72,26207816.67,3085382.72,1659.258181
API Generated 2021-06-16 16:35:53 +0000,5a5b81b3-ade4-437a-bda3-cba8ab6c5164,2021-06-16T17:25:28.408Z,2021-06-16T17:44:40.893Z,completed,completed normal,24.14683266,0.416786938,41.3988128,30597.08151,1666.179683,768.8678743,119824.52,1581.8613,19544197.22,1870722.16,1321,1337,1127405.54,523.0587157,17600693.15,19544197.5,26243044.44,3005327.7,1949.930809
API Generated 2021-06-16 16:55:43 +0000,882ce4f1-51f1-4f67-9702-2a2d12f1fd13,2021-06-16T17:50:34.599Z,2021-06-16T18:04:54.502Z,completed,completed normal,25.99863533,0.708611471,49.90862889,36231.18382,1641.160961,836.4103141,125956.72,1581.8613,20296372.22,1995179.38,1377,1341,1308537.51,367.7792796,18325164.73,20296373.89,26189019.44,3310916.89,995.0816556
API Generated 2021-06-16 12:02:36 +0000,cf5fb213-b572-4aae-bec0-64b9603708b1,2021-06-16T12:47:33.473Z,2021-06-16T13:01:54.766Z,completed,completed normal,20.12576175,0.149736875,40.42434323,31143.72212,423.5355832,204.4691194,120648.69,1768.0037,19643752.78,1805809.28,1302,1336,819744.91,1720.24515,17747591.14,19643752.22,26244705.56,2632754.19,12737.82238
API Generated 2021-06-16 11:46:37 +0000,4abf7421-c2b4-481f-9a92-8828cf764256,2021-06-16T12:33:38.599Z,2021-06-16T12:49:09.213Z,completed,completed normal,26.13472978,0.235189611,49.8091494,21991.51215,430.8525674,216.1789497,125837.76,2894.1029,20299072.22,1786481.08,1383,1339,886652.76,1752.639787,17430500.26,20299075,26199969.44,2680333.84,13866.9321
API Generated 2021-06-16 14:57:38 +0000,acd53386-8da4-4fc2-8111-92feb8141b7a,2021-06-16T15:43:40.743Z,2021-06-16T15:58:16.068Z,completed,completed normal,27.47683334,0.97206386,40.63611306,32484.89658,1649.164299,754.2791318,118997.17,1581.8613,19476819.44,1861685.48,1294,1341,1109979.03,562.1068566,17544672.81,19476820.83,26239619.44,2978864.52,2355.35412
API Generated 2021-06-16 04:04:10 +0000,dcbf9e32-57cc-4d14-99db-f14f083e99ce,2021-06-16T04:35:39.694Z,2021-06-16T04:51:07.969Z,completed,completed normal,25.95356017,0.739613838,48.09455048,23387.75665,1576.854946,799.9385295,125972.25,1581.8613,20323988.89,1996825.75,1346,1340,1288290.2,346.2604805,18356543.83,20323987.5,26185058.33,3292315.95,1148.294261
API Generated 2021-06-16 11:46:37 +0000,2a32408f-8d78-48d0-891d-369bf5e73b6a,2021-06-16T12:18:22.121Z,2021-06-16T12:33:38.459Z,completed,completed normal,20.07870055,0.989471505,47.41258545,14999.6083,1039.213689,826.3938771,127462.99,1797.6578,20471236.11,1982869.65,1329,1339,1243226.47,517.3253673,18332938.56,20471237.5,26179538.89,3233296.12,1935.926996
API Generated 2021-06-16 00:49:35 +0000,e6060473-a5c4-4aaa-b04b-72d7fe749889,2021-06-16T01:33:39.418Z,2021-06-16T01:47:48.931Z,completed,completed normal,25.87665842,0.115544319,47.86680581,37099.53182,1307.208387,466.7566564,125970.72,2891.2933,20329797.22,1838534.85,1346,1342,1100895.36,828.5428898,17304839.88,20329798.89,26200863.89,2946630.22,4888.325738
API Generated 2021-06-16 13:19:44 +0000,3486fca0-218f-4860-9e35-99d3f9cda674,2021-06-16T13:51:39.578Z,2021-06-16T14:12:38.948Z,completed,completed normal,20.09692892,0.495455247,48.57149897,5845.323765,728.7229355,834.3305948,127537.43,2188.1131,20461752.78,1936756.5,1332,1342,1198930.44,745.3997846,17997230.38,20461753.89,26196697.22,3142886.94,2627.920783
API Generated 2021-06-16 12:18:30 +0000,791f8bb9-9af2-4be7-8efb-9f5d617bdc76,2021-06-16T13:03:46.529Z,2021-06-16T13:19:06.836Z,completed,completed normal,20.38262702,0.496462706,48.68383427,32189.08972,1672.493317,762.5079747,127495.62,1595.9453,20456975,2006275.88,1406,1340,1298901.54,425.4547342,18481030.89,20456976.67,26198400,3312377.43,1331.934982
API Generated 2021-06-16 17:09:26 +0000,7c045804-586b-47f0-898d-fea9bc0a9eed,2021-06-16T17:58:53.551Z,2021-06-16T18:13:02.680Z,completed,completed normal,29.91519252,0.111657261,44.81460005,14658.65552,1152.073513,208.2602862,121570.17,1979.1512,20055697.22,1857726.19,1572,1726,969093.75,1157.619456,17936567.42,20055698.61,26216250,2834019.94,9710.459505
API Generated 2021-06-16 13:51:47 +0000,51d1a4f2-7646-4e0d-a367-eb8946fdef72,2021-06-16T14:41:18.636Z,2021-06-16T14:57:28.755Z,completed,completed normal,27.07097692,0.300972315,42.59153913,36060.89443,639.3367427,770.1542912,119139.31,1581.8613,19494675,1857554.43,1352,1336,1052208.76,749.6009342,17594017.66,19494677.5,26225041.67,2916963.2,3466.417411
API Generated 2021-06-16 17:09:36 +0000,e80b61e6-717f-4ba2-9670-45432be2611a,2021-06-16T17:58:54.545Z,2021-06-16T18:12:50.494Z,completed,completed normal,20.48181189,0.627257814,40.27285404,8612.78049,418.0752686,292.481391,121399.86,1809.2712,19727372.22,1821925.03,1306,1335,905734.18,1496.966903,17783880.78,19727373.06,26243105.56,2734859.21,11236.36182
API Generated 2021-06-16 09:13:22 +0000,b2ce5f21-97f0-4a3c-8bd6-742d36cb42a7,2021-06-16T09:58:49.933Z,2021-06-16T10:13:07.824Z,completed,completed normal,20.34493295,0.233185695,40.39769646,23828.29258,423.5355832,207.5655097,120680.64,1767.0331,19650450,1807255.9,1301,1336,821957.41,1703.580533,17753664.12,19650451.67,26246216.67,2636413.31,12623.18329
API Generated 2021-06-16 01:23:25 +0000,be30e539-9a13-4f77-8bf5-a422562aa1cc,2021-06-16T02:08:31.331Z,2021-06-16T02:23:41.462Z,completed,completed normal,26.855502,0.994526619,49.90862889,31825.03746,1613.450674,837.2155751,125485.24,1602.0969,20269619.44,1990348.11,1375,1340,1305844.61,375.6640688,18281622.19,20269616.94,26191822.22,3303392.73,1039.901632
API Generated 2021-06-16 11:46:36 +0000,d1fb79f7-d4da-472b-be0a-a6caf1502215,2021-06-16T11:46:37.705Z,2021-06-16T12:02:41.089Z,completed,completed normal,20.05929418,0.900238703,46.65616147,14655.61874,1325.682739,834.9798912,126254.33,1581.8613,20143666.67,1966920.65,1335,1342,1242094.91,432.4063038,18186836.01,20143667.5,26206097.22,3216215.56,1542.058753
API Generated 2021-06-16 07:08:56 +0000,efdca8e8-63f7-47cf-8957-220863ad086d,2021-06-16T07:56:13.476Z,2021-06-16T08:10:55.442Z,completed,completed normal,25.96964782,0.73843465,40.94844544,33039.28859,1626.396879,768.8678743,119362.19,1581.8613,19498391.67,1863713.13,1325,1340,1102717.23,565.3654956,17567210.81,19498392.22,26242355.56,2973630.36,2385.957531
API Generated 2021-06-16 02:23:50 +0000,47064b25-8dc5-40ab-a32d-870332947684,2021-06-16T02:56:18.573Z,2021-06-16T03:11:38.507Z,completed,completed normal,20.67702124,0.497017099,43.57637715,11207.89148,1055.967249,823.9130744,121262.6,1581.8613,19705900,1884634.12,1342,1339,1102457.03,717.9928501,17795868.93,19705900.28,26222358.33,2994291.15,3207.516638
API Generated 2021-06-16 04:20:49 +0000,822abb24-f8c2-4122-a80e-e8265cb4707c,2021-06-16T05:06:10.898Z,2021-06-16T05:21:49.517Z,completed,completed normal,20.15356085,0.980838252,49.68909148,11652.81883,427.3273952,832.1727688,127530.68,2073.2488,20449158.33,1947287.16,1358,1342,1194554.76,750.0080244,18088020.78,20449160.83,26192858.33,3149041.93,2677.09522
API Generated 2021-06-16 05:37:03 +0000,43cbc815-b68f-4499-a2f0-c53e338a59d1,2021-06-16T05:37:04.622Z,2021-06-16T05:54:46.874Z,completed,completed normal,29.50132335,0.10862837,44.38701455,8610.437146,1065.23382,529.8842043,120717.84,2125.3791,19916752.78,1849479.15,1542,1677,1070953.16,858.8679612,17576736.52,19916755.28,26222944.44,2927632.31,5090.53309
API Generated 2021-06-16 14:57:38 +0000,2d5c04f9-2927-437a-b2e8-438833c8c954,2021-06-16T15:13:59.226Z,2021-06-16T15:28:42.876Z,completed,completed normal,21.13222741,0.204534535,40.18062717,6380.160583,1654.27194,218.2111112,121940.54,1866.4575,19831047.22,1843415.54,1394,1457,991604.05,1218.252621,17818697.88,19831049.44,26251416.67,2842219.6,9729.82923
API Generated 2021-06-16 17:07:11 +0000,aabec5e9-d70c-43a8-8ba8-5bae3af933e8,2021-06-16T17:53:02.719Z,2021-06-16T18:09:08.845Z,completed,completed normal,20.10490151,0.162308195,40.2298909,6171.728915,448.86031,830.0864685,121883.67,1581.8613,19859486.11,1910113.68,1431,1515,1181813.52,755.9506612,17956006.47,19859487.22,26241991.67,3099127.2,3528.469895
API Generated 2021-06-16 14:57:38 +0000,b3a000b4-0d69-4886-8837-8ce8bf317194,2021-06-16T15:44:57.867Z,2021-06-16T16:00:05.854Z,completed,completed normal,20.09625376,0.304067505,48.0783035,29781.78839,418.0667113,206.9605393,127609.24,2594.322,20464800,1824334.17,1362,1342,884485.52,1901.853657,17869123.63,20464801.11,26175375,2716019.69,15047.51616
API Generated 2021-06-16 04:19:54 +0000,3c3d1581-6824-4582-8038-e904d9482b96,2021-06-16T05:05:36.237Z,2021-06-16T05:20:05.555Z,completed,completed normal,29.63607637,0.138432851,44.20790628,12178.69022,547.7506986,546.9947429,121337.73,2886.1686,19991277.78,1765548.44,1507,1606,987398.9,1112.034785,17035547.59,19991280,26218191.67,2760147.34,7062.295105
API Generated 2021-06-16 01:07:12 +0000,53e6f4c6-55ad-403f-9f31-ca54b469c200,2021-06-16T01:53:30.658Z,2021-06-16T02:07:53.367Z,completed,completed normal,27.48361111,0.626033276,43.80767892,24154.18177,1420.617975,260.9083225,119501.05,1740.9616,19527305.56,1819518.63,1329,1340,924837.5,1067.197486,17607347.41,19527305.56,26226511.11,2751556.13,8477.329217
API Generated 2021-06-16 16:35:53 +0000,8267f6bf-efc7-479f-9873-fbfa824a11d4,2021-06-16T17:23:27.954Z,2021-06-16T17:38:08.635Z,completed,completed normal,20.0630135,0.421822897,40.36842646,29641.02251,420.7503314,221.3060558,120722.87,1780.1117,19655913.89,1806612.8,1335,1336,823820.01,1699.093786,17746606.58,19655916.11,26247191.67,2637632.81,12447.45408
API Generated 2021-06-16 01:07:07 +0000,d3a238fd-6433-4164-a371-8304de16c310,2021-06-16T01:53:05.208Z,2021-06-16T02:08:23.272Z,completed,completed normal,22.80492721,0.460538879,45.35091385,28529.70787,825.4484385,653.8208735,123472.47,1589.9234,19896630.56,1916429.08,1364,1343,1123064.45,617.1532291,17977749.84,19896631.94,26212925,3046693.53,3163.24494
API Generated 2021-06-16 02:23:50 +0000,6d3ecbb9-6a02-406a-80c0-280a6b99a4e7,2021-06-16T02:23:53.326Z,2021-06-16T02:40:34.285Z,completed,completed normal,25.56815542,0.14377931,41.99419557,8047.706575,931.8121749,809.0704719,120082.88,1581.8613,19624763.89,1880893.26,1400,1456,1159188.87,734.9110049,17720546.42,19624766.39,26226902.78,3047282.13,3500.691193
API Generated 2021-06-16 13:19:44 +0000,dd9c9cde-4e99-4303-b6ef-317908e34abe,2021-06-16T13:19:46.718Z,2021-06-16T13:36:40.969Z,completed,completed normal,20.30017035,0.133399823,46.94336203,18734.9206,1608.6053,831.3532089,122657.19,1581.8613,20013788.89,1929992.66,1333,1337,1155012.17,475.7299296,18060326.29,20013787.22,26198000,3092204.82,1628.397452
API Generated 2021-06-16 16:35:53 +0000,0e0b24ef-4a5e-462f-96a2-159a25a9448b,2021-06-16T16:35:57.103Z,2021-06-16T16:55:33.920Z,completed,completed normal,27.37860204,0.991785822,48.65302085,29878.54029,1582.191982,834.633277,125258.19,1581.8613,20267280.56,1992159.54,1371,1341,1290587.09,368.0484805,18297540.82,20267283.33,26206363.89,3289946.64,1051.203947
API Generated 2021-06-16 04:35:38 +0000,3114a5c4-e872-4efe-855c-a28508030672,2021-06-16T05:21:14.725Z,2021-06-16T05:36:25.016Z,completed,completed normal,24.28152036,0.994526619,49.67089873,32758.01093,1636.780555,837.2155751,126606.15,1581.8613,20357955.56,2000856.6,1353,1337,1308184.03,351.0701291,18386605.3,20357957.78,26196100,3316240.63,997.147103
API Generated 2021-06-16 08:41:04 +0000,7998cbf0-1765-45e3-b19a-22486d35c138,2021-06-16T08:57:34.459Z,2021-06-16T09:13:38.049Z,completed,completed normal,20.08763912,0.520263447,47.31619626,16605.92952,876.8945068,827.4597271,127452.6,1854.2298,20474688.89,1976296.82,1330,1339,1230296.32,571.1685113,18290649.61,20474691.11,26189919.44,3213793.14,2081.288543
API Generated 2021-06-16 04:35:18 +0000,ad81eabe-6427-4f49-863f-04153658e879,2021-06-16T05:21:12.548Z,2021-06-16T05:35:56.963Z,completed,completed normal,28.82323972,0.994526619,49.90862889,18559.41804,1619.015455,837.2155751,124617.69,1602.0585,20202680.56,1984094.73,1401,1341,1305720.25,376.2812931,18214706.16,20202679.17,26198486.11,3297014.99,1039.925447
API Generated 2021-06-16 05:55:03 +0000,2a7ba453-7190-466b-a51b-b66027fb7b6c,2021-06-16T06:51:56.545Z,2021-06-16T07:06:06.922Z,completed,completed normal,27.92746225,0.193540336,41.03719037,38892.65835,520.4473665,470.2579383,118951.83,2411.104,19511222.22,1748229.26,1316,1346,876005.67,1343.425716,16996920.71,19511223.61,26250011.11,2631434.94,7974.151261
